Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Código fuente,Fuente,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72341","Estiércol aplicado a los suelos (emisiones directas N2O)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","2.1535","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72361","Estiércol aplicado a los suelos (emisiones indirectas N2O)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.9153","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","723612","Indirect emissions (N2O that leaches) (Manure applied)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.4845","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","723611","Indirect emissions (N2O that volatilises) (Manure applied)","02123","Caprinos","1965","1965","3050","FAO TIER 1","kilotones","0.4307","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","5111","Existencias","02123","Caprinos","1966","1966","3050","FAO TIER 1","Cabeza","210663232","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72431","Total derivado del sector ganadero (emisiones N2O)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","71.8657","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72441","Total derivado del sector ganadero (emisiones CH4)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","1084.585","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72254","Fermentación entérica (emisiones CH4)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","1053.3162","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72386","Gestión del estiércol (estiércol gestionado, N contenido)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kg","135918914.8574","E","Valor estimado",""
"GLE","Emissiones derivadas del sector ganadero","142","Asia","72256","Gestión del estiércol (emisiones CH4)","02123","Caprinos","1966","1966","3050","FAO TIER 1","kilotones","31.2688","E","Valor estimado",""
